[DEBUG @ 01:37:59 | IPA/LibraryLoader] Resolving library 0Harmony, Version=2.10.2.0, Culture=neutral, PublicKeyToken=null
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] -> Not found
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'Segoe UI Symbol'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Waiting for default font presence
[DEBUG @ 01:38:45 | HighlightBombs] Loaded QuickOutline Material Asset
[NOTICE @ 01:38:45 | CustomSabersLite] Found 53 cached saber entries
[NOTICE @ 01:38:45 | CustomSabersLite] Cache loading took 2367ms
[INFO @ 01:38:45 | UnityEngine] Applied GraphicSettings
[WARNING @ 01:38:45 | UnityEngine] ObstacleHW requires screenDisplacement to be true. Defaulting to ObstacleLW Material.
[WARNING @ 01:38:45 | UnityEngine] ObstacleHW requires screenDisplacement to be true. Defaulting to ObstacleLW Material.
[DEBUG @ 01:38:46 | SiraUtil] Installing: SiraUtil.Tools.FPFC.SiraFullFPFCInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: SiraUtil.Installers.SiraMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: JDFixer.Installers.JDFixerMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: SongCore.Installers.MenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: HitScoreVisualizer.Installers.HsvMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: ScoreSaber.Core.MainInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: Enhancements.Installers.XMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: Heck.Installers.HeckMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: Chroma.Installers.ChromaMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: AssetBundleLoadingTools.Installers.MainMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: CustomNotes.Installers.CustomNotesMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: CountersPlus.Installers.MenuUIInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: MultiplayerCore.Installers.MpMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: BeatTogether.Installers.BtMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: DataPuller.Installers.MenuInstallers onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: SongPlayHistory.Installers.MenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: LeaderboardCore.Installers.LeaderboardCoreMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: ParticleOverdrive.Installers.MenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: ParticleOverdrive.Installers.WorldParticlesInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: PlaylistManager.Installers.PlaylistManagerMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: SliceDetails.Installers.SDMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: MultiplayerMirror.Core.Installers.MpMirrorMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: MenuSaberColors.Installers.MenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: WhyIsThereNoLeaderboard.Installers.WhyIsThereNoLeaderboardMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: SimpleClock.SimpleClockInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: CustomSabersLite.Installers.MenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: CustomSaberColors.Installers.MenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SiraUtil] Installing: SM64BS.Installers.SM64BSMenuInstaller onto MainSettingsMenuViewControllersInstaller
[DEBUG @ 01:38:46 | SongPlayHistory/MenuInstaller] Binding settings menu and manager
[DEBUG @ 01:38:46 | SongPlayHistory/MenuInstaller] Binding SPHUI
[DEBUG @ 01:38:46 | SongPlayHistory/MenuInstaller] Binding InMenuVoteTrackingHelper
[DEBUG @ 01:38:46 | BeatLeader] OnMenuInstaller
[DEBUG @ 01:38:46 | DataPuller] MenuInstallers InstallBindings.
[DEBUG @ 01:38:46 | ScoreSaber] PlayerService Setup!
[DEBUG @ 01:38:46 | ScoreSaber] PanelView Setup!
[DEBUG @ 01:38:46 | ScoreSaber] LeaderboardService Setup
[DEBUG @ 01:38:46 | ScoreSaber] Upload service setup!
[DEBUG @ 01:38:48 | ScoreSaber] GlobalLeaderboardService Setup
[DEBUG @ 01:38:48 | ScoreSaber] GlobalViewController Setup
[DEBUG @ 01:38:48 | ScoreSaber] ScoreSaberFlowCoordinator Setup
[DEBUG @ 01:38:48 | ScoreSaber] ScoreSaberSettingsFlowCoordinator Setup
[INFO @ 01:38:48 | SongPlayHistory/SPHUI] Preparing SPU UI
[DEBUG @ 01:38:48 | SongPlayHistory/SPHUI] Preparing hover area for play history
[DEBUG @ 01:38:48 | SongPlayHistory/SPHUI] Preparing extra level stats ui for play count
[DEBUG @ 01:38:49 | SliceDetails/GridViewController] GridViewController Constructed
[INFO @ 01:38:50 | UnityEngine] Applied GraphicSettings
[DEBUG @ 01:38:50 | JDFixer] CC installed: 
[DEBUG @ 01:38:51 | IPA/Config] Generated impl WriteTo PlaylistManager.Configuration.PluginConfig<Generated>
[INFO @ 01:38:51 | UnityEngine] Mario spawned outside of a surface. Deleting...
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage] Error parsing BSML
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage] System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation. ---> System.Reflection.TargetException: Non-static field requires a target
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]   at System.Reflection.RuntimeFieldInfo.GetValue (System.Object obj) [0x0000b] in <51fded79cd284d4d911c5949aff4cb21>:0 
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]   at SM64BS.UI.SettingsViewController.SetupPluginsList () [0x00001] in A:\Downloads\SM64BS-master\SM64BS\UI\SettingsViewController.cs:189 
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]   at SM64BS.UI.SettingsViewController.PostParse () [0x000c8] in A:\Downloads\SM64BS-master\SM64BS\UI\SettingsViewController.cs:183 
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]   at (wrapper managed-to-native) System.Reflection.RuntimeMethodInfo.InternalInvoke(System.Reflection.RuntimeMethodInfo,object,object[],System.Exception&)
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]   at System.Reflection.RuntimeMethodInfo.Invoke (System.Object obj, System.Reflection.BindingFlags invokeAttr, System.Reflection.Binder binder, System.Object[] parameters, System.Globalization.CultureInfo culture) [0x0006a] in <51fded79cd284d4d911c5949aff4cb21>:0 
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]    --- End of inner exception stack trace ---
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]   at System.Reflection.RuntimeMethodInfo.Invoke (System.Object obj, System.Reflection.BindingFlags invokeAttr, System.Reflection.Binder binder, System.Object[] parameters, System.Globalization.CultureInfo culture) [0x00083] in <51fded79cd284d4d911c5949aff4cb21>:0 
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]   at System.Reflection.MethodBase.Invoke (System.Object obj, System.Object[] parameters) [0x00000] in <51fded79cd284d4d911c5949aff4cb21>:0 
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]   at BeatSaberMarkupLanguage.Parser.BSMLAction.Invoke (System.Object[] parameters) [0x00000] in BeatSaberMarkupLanguage\Parser\BSMLAction.cs:24 
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]   at BeatSaberMarkupLanguage.BSMLParser+<>c__DisplayClass13_0.<Parse>b__1 () [0x00000] in BeatSaberMarkupLanguage\BSMLParser.cs:269 
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]   at (wrapper delegate-invoke) <Module>.invoke_void()
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]   at BeatSaberMarkupLanguage.Parser.BSMLParserParams.EmitEvent (System.String ids) [0x00020] in BeatSaberMarkupLanguage\Parser\BSMLParserParams.cs:44 
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]   at BeatSaberMarkupLanguage.BSMLParser.Parse (System.Xml.Linq.XContainer container, UnityEngine.GameObject parent, System.Object host) [0x0052d] in BeatSaberMarkupLanguage\BSMLParser.cs:284 
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]   at BeatSaberMarkupLanguage.BSMLParser.Parse (System.String content, UnityEngine.GameObject parent, System.Object host) [0x00008] in BeatSaberMarkupLanguage\BSMLParser.cs:119 
[ERROR @ 01:38:52 | BeatSaberMarkupLanguage]   at BeatSaberMarkupLanguage.ViewControllers.BSMLViewController.ParseWithFallback () [0x0000f] in BeatSaberMarkupLanguage\ViewControllers\BSMLViewController.cs:72 
[CRITICAL @ 01:38:52 | UnityEngine] TargetException: Non-static field requires a target
[CRITICAL @ 01:38:52 | UnityEngine] System.Reflection.RuntimeFieldInfo.GetValue (System.Object obj) (at <51fded79cd284d4d911c5949aff4cb21>:0)
[CRITICAL @ 01:38:52 | UnityEngine] SM64BS.UI.SettingsViewController.SetupPluginsList () (at A:/Downloads/SM64BS-master/SM64BS/UI/SettingsViewController.cs:189)
[CRITICAL @ 01:38:52 | UnityEngine] SM64BS.UI.SettingsViewController.PostParse () (at A:/Downloads/SM64BS-master/SM64BS/UI/SettingsViewController.cs:183)
[CRITICAL @ 01:38:52 | UnityEngine] System.Reflection.RuntimeMethodInfo.Invoke (System.Object obj, System.Reflection.BindingFlags invokeAttr, System.Reflection.Binder binder, System.Object[] parameters, System.Globalization.CultureInfo culture) (at <51fded79cd284d4d911c5949aff4cb21>:0)
[CRITICAL @ 01:38:52 | UnityEngine] Rethrow as TargetInvocationException: Exception has been thrown by the target of an invocation.
[CRITICAL @ 01:38:52 | UnityEngine] System.Reflection.RuntimeMethodInfo.Invoke (System.Object obj, System.Reflection.BindingFlags invokeAttr, System.Reflection.Binder binder, System.Object[] parameters, System.Globalization.CultureInfo culture) (at <51fded79cd284d4d911c5949aff4cb21>:0)
[CRITICAL @ 01:38:52 | UnityEngine] System.Reflection.MethodBase.Invoke (System.Object obj, System.Object[] parameters) (at <51fded79cd284d4d911c5949aff4cb21>:0)
[CRITICAL @ 01:38:52 | UnityEngine] BeatSaberMarkupLanguage.Parser.BSMLAction.Invoke (System.Object[] parameters) (at BeatSaberMarkupLanguage/Parser/BSMLAction.cs:24)
[CRITICAL @ 01:38:52 | UnityEngine] BeatSaberMarkupLanguage.BSMLParser+<>c__DisplayClass13_0.<Parse>b__1 () (at BeatSaberMarkupLanguage/BSMLParser.cs:269)
[CRITICAL @ 01:38:52 | UnityEngine] BeatSaberMarkupLanguage.Parser.BSMLParserParams.EmitEvent (System.String ids) (at BeatSaberMarkupLanguage/Parser/BSMLParserParams.cs:44)
[CRITICAL @ 01:38:52 | UnityEngine] BeatSaberMarkupLanguage.BSMLParser.Parse (System.Xml.Linq.XContainer container, UnityEngine.GameObject parent, System.Object host) (at BeatSaberMarkupLanguage/BSMLParser.cs:284)
[CRITICAL @ 01:38:52 | UnityEngine] BeatSaberMarkupLanguage.BSMLParser.Parse (System.String content, UnityEngine.GameObject parent, System.Object host) (at BeatSaberMarkupLanguage/BSMLParser.cs:119)
[CRITICAL @ 01:38:52 | UnityEngine] BeatSaberMarkupLanguage.ViewControllers.BSMLViewController.ParseWithFallback () (at BeatSaberMarkupLanguage/ViewControllers/BSMLViewController.cs:78)
[CRITICAL @ 01:38:52 | UnityEngine] BeatSaberMarkupLanguage.ViewControllers.BSMLAutomaticViewController.DidActivate (System.Boolean firstActivation, System.Boolean addedToHierarchy, System.Boolean screenSystemEnabling) (at BeatSaberMarkupLanguage/ViewControllers/BSMLAutomaticViewController.cs:132)
[CRITICAL @ 01:38:52 | UnityEngine] SM64BS.UI.SettingsViewController.DidActivate (System.Boolean firstActivation, System.Boolean addedToHierarchy, System.Boolean screenSystemEnabling) (at A:/Downloads/SM64BS-master/SM64BS/UI/SettingsViewController.cs:170)
[CRITICAL @ 01:38:52 | UnityEngine] HMUI.ViewController.__Activate (System.Boolean addedToHierarchy, System.Boolean screenSystemEnabling) (at <91cd888f641a4b50811d7c30977309f8>:0)
[CRITICAL @ 01:38:52 | UnityEngine] HMUI.Screen+<TransitionCoroutine>d__5.MoveNext () (at <91cd888f641a4b50811d7c30977309f8>:0)
[CRITICAL @ 01:38:52 | UnityEngine] UnityEngine.SetupCoroutine.InvokeMoveNext (System.Collections.IEnumerator enumerator, System.IntPtr returnValueAddress) (at <6ef01846f2094996aa9c77a64b17827d>:0)
[CRITICAL @ 01:38:52 | UnityEngine] UnityEngine.MonoBehaviour:StartCoroutine(IEnumerator)
[CRITICAL @ 01:38:52 | UnityEngine] HMUI.Screen:SetRootViewController(ViewController, AnimationType)
[CRITICAL @ 01:38:52 | UnityEngine] SM64BS.UI.SettingsUIManager:CreateFloatingScreen() (at A:/Downloads/SM64BS-master/SM64BS/UI/SettingsUIManager.cs:43)
[CRITICAL @ 01:38:52 | UnityEngine] SM64BS.Managers.MenuMarioManager:Initialize() (at A:/Downloads/SM64BS-master/SM64BS/Managers/MenuMarioManager.cs:74)
[CRITICAL @ 01:38:52 | UnityEngine] Zenject.InitializableManager:DMD<Zenject.InitializableManager::Initialize>(InitializableManager)
[CRITICAL @ 01:38:52 | UnityEngine] Zenject.MonoKernel:Initialize()
[CRITICAL @ 01:38:52 | UnityEngine] Zenject.MonoKernel:Start()
[DEBUG @ 01:38:52 | BeatSaberMarkupLanguage] Setting up default font fallbacks
[DEBUG @ 01:38:53 | SongRankedBadge] OnMenuLoad
[DEBUG @ 01:38:53 | Chirality] Registering: HorizontalStandard
[DEBUG @ 01:38:53 | Chirality] Registering: HorizontalNoArrows
[DEBUG @ 01:38:53 | Chirality] Registering: HorizontalOneSaber
[DEBUG @ 01:38:53 | Chirality] Registering: HorizontalLawless
[DEBUG @ 01:38:53 | Chirality] Registering: VerticalStandard
[DEBUG @ 01:38:53 | Chirality] Registering: VerticalNoArrows
[DEBUG @ 01:38:53 | Chirality] Registering: VerticalOneSaber
[DEBUG @ 01:38:53 | Chirality] Registering: VerticalLawless
[DEBUG @ 01:38:53 | Chirality] Registering: InvertedStandard
[DEBUG @ 01:38:53 | Chirality] Registering: InvertedNoArrows
[DEBUG @ 01:38:53 | Chirality] Registering: InvertedOneSaber
[DEBUG @ 01:38:53 | Chirality] Registering: InvertedLawless
[DEBUG @ 01:38:53 | Chirality] Registering: InverseStandard
[DEBUG @ 01:38:53 | Chirality] Registering: InverseNoArrows
[DEBUG @ 01:38:53 | Chirality] Registering: InverseOneSaber
[DEBUG @ 01:38:53 | Chirality] Registering: InverseLawless
[WARNING @ 01:38:53 | BeatSaberMarkupLanguage] Registering type handler BeatLeader.UI.BSML_Addons.Extensions.GenericSettingExtensionHandler for type BeatSaberMarkupLanguage.Components.Settings.GenericSetting that is already handled by BeatSaberMarkupLanguage.TypeHandlers.Settings.GenericSettingHandler! This may lead to unexpected behaviour in the future if type handlers share attributes with the same name.
[WARNING @ 01:38:53 | BeatSaberMarkupLanguage] Registering type handler BeatLeader.UI.BSML_Addons.Extensions.GraphicExtensionHandler for type UnityEngine.UI.Graphic that is already handled by BeatSaberMarkupLanguage.TypeHandlers.GraphicHandler! This may lead to unexpected behaviour in the future if type handlers share attributes with the same name.
[WARNING @ 01:38:53 | BeatSaberMarkupLanguage] Registering type handler BeatLeader.UI.BSML_Addons.Extensions.ImageViewExtensionHandler for type UnityEngine.RectTransform that is already handled by BeatSaberMarkupLanguage.TypeHandlers.RectTransformHandler! This may lead to unexpected behaviour in the future if type handlers share attributes with the same name.
[WARNING @ 01:38:53 | BeatSaberMarkupLanguage] Registering type handler BeatLeader.UI.BSML_Addons.Extensions.ModalViewExtensionHandler for type HMUI.ModalView that is already handled by BeatSaberMarkupLanguage.TypeHandlers.ModalViewHandler! This may lead to unexpected behaviour in the future if type handlers share attributes with the same name.
[DEBUG @ 01:38:53 | MultiplayerCore/MpPacketSerializer] Registered packet 'MultiplayerCore.Players.Packets.MpPerPlayerPacket' with id 'MpPerPlayerPacket'.
[DEBUG @ 01:38:53 | MultiplayerCore/MpPacketSerializer] Registered packet 'MultiplayerCore.Players.Packets.GetMpPerPlayerPacket' with id 'GetMpPerPlayerPacket'.
[DEBUG @ 01:38:53 | DataPuller] Initialize PartyData.
[INFO @ 01:38:54 | UnityEngine] Look rotation viewing vector is zero
[DEBUG @ 01:38:54 | BS_Utils] UserInfo found: 76561198311777034: Lucas on Steam
[INFO @ 01:38:55 | SongCore] Finished loading cached hashes for 988 songs.
[INFO @ 01:38:55 | SongCore] Finished loading cached durations for 988 songs.
[INFO @ 01:38:55 | SongCore] Starting full song refresh
[WARNING @ 01:38:55 | SongCore] Could not find rate for A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Beat Saber_Data\CustomLevels\3944b (Holy Fuck - Liam DW05)\Holy F lois.wav
[WARNING @ 01:38:55 | SongCore] Failed to parse song length from audio file, approximating using map length. Song: A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Beat Saber_Data\CustomLevels\3944b (Holy Fuck - Liam DW05)
[WARNING @ 01:38:55 | SongCore] Failed to parse song length from audio file. Song: A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Beat Saber_Data\CustomLevels\3944b (Holy Fuck - Liam DW05)
[INFO @ 01:38:55 | SM64BS] Pushing SM64BS settings view...
[CRITICAL @ 01:38:55 | UnityEngine] TargetParameterCountException: Number of parameters specified does not match the expected number.
[CRITICAL @ 01:38:55 | UnityEngine] System.Reflection.RuntimeMethodInfo.ConvertValues (System.Reflection.Binder binder, System.Object[] args, System.Reflection.ParameterInfo[] pinfo, System.Globalization.CultureInfo culture, System.Reflection.BindingFlags invokeAttr) (at <51fded79cd284d4d911c5949aff4cb21>:0)
[CRITICAL @ 01:38:55 | UnityEngine] System.Reflection.RuntimeMethodInfo.Invoke (System.Object obj, System.Reflection.BindingFlags invokeAttr, System.Reflection.Binder binder, System.Object[] parameters, System.Globalization.CultureInfo culture) (at <51fded79cd284d4d911c5949aff4cb21>:0)
[CRITICAL @ 01:38:55 | UnityEngine] System.Reflection.MethodBase.Invoke (System.Object obj, System.Object[] parameters) (at <51fded79cd284d4d911c5949aff4cb21>:0)
[CRITICAL @ 01:38:55 | UnityEngine] SM64BS.Patches.MainMenuFlowPatch.ShowSettingsView (MainFlowCoordinator __instance, System.Boolean firstActivation, System.Boolean addedToHierarchy, System.Boolean screenSystemEnabling) (at A:/Downloads/SM64BS-master/SM64BS/Patches/MenuPatches.cs:27)
[CRITICAL @ 01:38:55 | UnityEngine] _DidActivate_ShowSettingsView_ab54075d_e787_4240_be86_57f5e6fcca73.Patch (MainFlowCoordinator __instance, System.Boolean firstActivation, System.Boolean addedToHierarchy, System.Boolean screenSystemEnabling) (at <a333e712e7cf4cc18e1ed66e43de393c>:0)
[CRITICAL @ 01:38:55 | UnityEngine] (wrapper dynamic-method) MainFlowCoordinator.DMD<MainFlowCoordinator::DidActivate>(MainFlowCoordinator,bool,bool,bool)
[CRITICAL @ 01:38:55 | UnityEngine] HMUI.FlowCoordinator.Activate (System.Boolean firstActivation, System.Boolean addedToHierarchy, System.Boolean screenSystemEnabling) (at <91cd888f641a4b50811d7c30977309f8>:0)
[CRITICAL @ 01:38:55 | UnityEngine] HMUI.FlowCoordinator.__StartOnScreenSystem (HMUI.ScreenSystem screenSystem) (at <91cd888f641a4b50811d7c30977309f8>:0)
[CRITICAL @ 01:38:55 | UnityEngine] HMUI.HierarchyManager.StartWithFlowCoordinator (HMUI.FlowCoordinator flowCoordinator) (at <91cd888f641a4b50811d7c30977309f8>:0)
[CRITICAL @ 01:38:55 | UnityEngine] MenuSceneSetup+<Start>d__3.MoveNext () (at <f0840f681bb0428c90700d5674a4f86e>:0)
[CRITICAL @ 01:38:55 | UnityEngine] UnityEngine.SetupCoroutine.InvokeMoveNext (System.Collections.IEnumerator enumerator, System.IntPtr returnValueAddress) (at <6ef01846f2094996aa9c77a64b17827d>:0)
[INFO @ 01:38:56 | BeatLeader] Login successful!
[DEBUG @ 01:38:56 | BeatLeader] Request[-611216896]: https://api.beatleader.net/user
[DEBUG @ 01:38:56 | BeatLeader] Request[-1871448120]: https://api.beatleader.net/leaderboards?page=1&count=500&date_from=1744434861&type=ranking&sortBy=timestamp
[DEBUG @ 01:38:56 | BeatLeader] Request[1457699440]: https://api.beatleader.net/mod/lastVersions
[DEBUG @ 01:38:56 | BeatLeader] Request[-683114328]: https://api.beatleader.net/mod/leaderboardContexts
[DEBUG @ 01:38:56 | BeatLeader] Response[-1871448120]: 200
[DEBUG @ 01:38:56 | BeatLeader] Response[-611216896]: 200
[DEBUG @ 01:38:56 | BeatLeader] Response[1457699440]: 200
[DEBUG @ 01:38:56 | BeatLeader] Response[-683114328]: 200
[NOTICE @ 01:38:57 | SongCore] Folder: 'A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Beat Saber_Data\CustomLevels\3c7d9 (Ashed Wings - Darkrealm7)' is missing Info.dat file!
[WARNING @ 01:38:58 | SongCore] Skipping missing or corrupt folder: 'A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Beat Saber_Data\CustomLevels\1ccd (I LOVE FIDGET SPINNERS - BananenTropfen)'
[WARNING @ 01:38:58 | SongCore] System.UnauthorizedAccessException: Access to the path 'A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Beat Saber_Data\CustomLevels\1ccd (I LOVE FIDGET SPINNERS - BananenTropfen)' is denied.
[WARNING @ 01:38:58 | SongCore]   at System.IO.Enumeration.FileSystemEnumerator`1[TResult].CreateDirectoryHandle (System.String path, System.Boolean ignoreNotFound) [0x0004d] in <51fded79cd284d4d911c5949aff4cb21>:0 
[WARNING @ 01:38:58 | SongCore]   at System.IO.Enumeration.FileSystemEnumerator`1[TResult]..ctor (System.String directory, System.IO.EnumerationOptions options) [0x00050] in <51fded79cd284d4d911c5949aff4cb21>:0 
[WARNING @ 01:38:58 | SongCore]   at System.IO.Enumeration.FileSystemEnumerable`1+DelegateEnumerator[TResult]..ctor (System.IO.Enumeration.FileSystemEnumerable`1[TResult] enumerable) [0x00000] in <51fded79cd284d4d911c5949aff4cb21>:0 
[WARNING @ 01:38:58 | SongCore]   at System.IO.Enumeration.FileSystemEnumerable`1[TResult]..ctor (System.String directory, System.IO.Enumeration.FileSystemEnumerable`1+FindTransform[TResult] transform, System.IO.EnumerationOptions options) [0x00042] in <51fded79cd284d4d911c5949aff4cb21>:0 
[WARNING @ 01:38:58 | SongCore]   at System.IO.Enumeration.FileSystemEnumerableFactory.UserFiles (System.String directory, System.String expression, System.IO.EnumerationOptions options) [0x00014] in <51fded79cd284d4d911c5949aff4cb21>:0 
[WARNING @ 01:38:58 | SongCore]   at System.IO.Directory.InternalEnumeratePaths (System.String path, System.String searchPattern, System.IO.SearchTarget searchTarget, System.IO.EnumerationOptions options) [0x0003c] in <51fded79cd284d4d911c5949aff4cb21>:0 
[WARNING @ 01:38:58 | SongCore]   at System.IO.Directory.GetFiles (System.String path, System.String searchPattern, System.IO.EnumerationOptions enumerationOptions) [0x00000] in <51fded79cd284d4d911c5949aff4cb21>:0 
[WARNING @ 01:38:58 | SongCore]   at System.IO.Directory.GetFiles (System.String path, System.String searchPattern, System.IO.SearchOption searchOption) [0x00008] in <51fded79cd284d4d911c5949aff4cb21>:0 
[WARNING @ 01:38:58 | SongCore]   at SongCore.Loader+<>c__DisplayClass92_1.<RetrieveAllSongs>b__6 (System.String folder) [0x00000] in C:\Users\Meivyn\Downloads\SongCore\source\SongCore\Loader.cs:444 
[WARNING @ 01:39:05 | SongCore] Could not find rate for A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Beat Saber_Data\CustomLevels\Play\Play.wav
[WARNING @ 01:39:05 | SongCore] Failed to parse song length from audio file, approximating using map length. Song: A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Beat Saber_Data\CustomLevels\Play
[WARNING @ 01:39:05 | SongCore] Failed to parse song length from audio file. Song: A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Beat Saber_Data\CustomLevels\Play
[NOTICE @ 01:39:05 | SongCore] Folder: 'A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Beat Saber_Data\CustomLevels\SHAFFURU_DOWNLOADS' is missing Info.dat file!
[NOTICE @ 01:39:05 | SongCore] Folder: 'A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Beat Saber_Data\CustomLevels\~HeyYa_Backups' is missing Info.dat file!
[NOTICE @ 01:39:05 | SongCore] Folder: 'A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Beat Saber_Data\CustomWIPLevels\Cache' is missing Info.dat file!
[NOTICE @ 01:39:05 | SongCore] Folder: 'A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Beat Saber_Data\CustomWIPLevels\~Sober Again_Backups' is missing Info.dat file!
[ERROR @ 01:39:05 | SongCore] Failed to load custom level: A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Beat Saber_Data\CustomWIPLevels\Tay K Returns To Dreamland 3
[INFO @ 01:39:06 | SongCore] Loaded 989 new songs (989) in CustomLevels | 0 in separate folders) in 10.9714072 seconds
[INFO @ 01:39:06 | SongCore] Saving cached hashes for 988 songs.
[INFO @ 01:39:06 | SongCore] Saving cached durations for 988 songs.
[INFO @ 01:39:06 | SongCore] Saving cached extra data for 1165 songs.
